GIORNATA,DATA,ORARIO,SQUADRA1,SQUADRA2,RISULTATO FINALE
22,02-02-2020,12:30,Juventus,Fiorentina,3-0
22,02-02-2020,15:00,Atalanta,Genoa,2-2
22,02-02-2020,15:00,Milan,Verona,1-1
22,02-02-2020,15:00,Lazio,SPAL,5-1
22,02-02-2020,18:00,Lecce,Torino,4-0
22,02-02-2020,20:45,Udinese,Inter,0-2
22,03-02-2020,20:45,Sampdoria,Napoli,2-4
23,07-02-2020,20:45,Roma,Bologna,2-3
23,08-02-2020,15:00,Fiorentina,Atalanta,1-2
23,08-02-2020,18:00,Torino,Sampdoria,1-3
23,08-02-2020,20:45,Verona,Juventus,2-1
23,09-02-2020,12:30,SPAL,Sassuolo,1-2
23,09-02-2020,15:00,Genoa,Cagliari,1-0
23,09-02-2020,15:00,Napoli,Lecce,2-3
23,09-02-2020,15:00,Brescia,Udinese,1-1
23,09-02-2020,18:00,Parma,Lazio,0-1
23,09-02-2020,20:45,Inter,Milan,4-2
24,15-02-2020,15:00,Lecce,SPAL,2-1
24,15-02-2020,18:00,Bologna,Genoa,0-3
24,15-02-2020,20:45,Atalanta,Roma,2-1
24,16-02-2020,12:30,Udinese,Verona,0-0
24,16-02-2020,15:00,Juventus,Brescia,2-0
24,16-02-2020,15:00,Sampdoria,Fiorentina,1-5
24,16-02-2020,15:00,Sassuolo,Parma,0-1
24,16-02-2020,18:00,Cagliari,Napoli,0-1
24,16-02-2020,20:45,Lazio,Inter,2-1
24,17-02-2020,20:45,Milan,Torino,1-0
25,21-02-2020,20:45,Brescia,Napoli,1-2
25,22-02-2020,15:00,Bologna,Udinese,1-1
25,22-02-2020,18:00,SPAL,Juventus,1-2
25,22-02-2020,20:45,Fiorentina,Milan,1-1
25,23-02-2020,12:30,Genoa,Lazio,2-3
25,20-06-2020,19:30,Torino,Parma,1-1
25,20-06-2020,21:45,Verona,Cagliari,2-1
25,21-06-2020,19:30,Atalanta,Sassuolo,4-1
25,21-06-2020,21:45,Inter,Sampdoria,2-1
25,23-02-2020,18:00,Roma,Lecce,4-0
26,29-02-2020,15:00,Lazio,Bologna,2-0
26,29-02-2020,20:45,Napoli,Torino,2-1
26,01-03-2020,15:00,Lecce,Atalanta,2-7
26,01-03-2020,18:00,Cagliari,Roma,3-4
26,08-03-2020,13:45,Parma,SPAL,0-1
26,08-03-2020,15:00,Milan,Genoa,1-2
26,08-03-2020,17:00,Sampdoria,Verona,2-1
26,08-03-2020,18:00,Udinese,Fiorentina,0-0
26,08-03-2020,20:45,Juventus,Inter,2-0
26,09-03-2020,18:30,Sassuolo,Brescia,3-0
27,22-06-2020,19:30,Fiorentina,Brescia,1-1
27,22-06-2020,21:45,Lecce,Milan,1-4
27,22-06-2020,21:45,Bologna,Juventus,0-2
27,23-06-2020,19:30,SPAL,Cagliari,0-1
27,23-06-2020,21:45,Verona,Napoli,0-2
27,23-06-2020,21:45,Genoa,Parma,1-4
27,23-06-2020,21:45,Torino,Udinese,1-0
27,24-06-2020,19:30,Inter,Sassuolo,3-3
27,24-06-2020,21:45,Atalanta,Lazio,3-2
27,24-06-2020,21:45,Roma,Sampdoria,2-1
28,26-06-2020,21:45,Juventus,Lecce,4-0
28,27-06-2020,17:15,Brescia,Genoa,2-2
28,27-06-2020,19:30,Cagliari,Torino,4-2
28,27-06-2020,21:45,Lazio,Fiorentina,2-1
28,28-06-2020,17:15,Milan,Roma,2-0
28,28-06-2020,19:30,Udinese,Atalanta,2-3
28,28-06-2020,21:45,Sampdoria,Bologna,1-2
28,28-06-2020,21:45,Sassuolo,Verona,3-3
28,28-06-2020,21:45,Napoli,SPAL,3-1
28,28-06-2020,21:45,Parma,Inter,1-2
29,30-06-2020,19:30,Torino,Lazio,1-2
29,30-06-2020,21:45,Genoa,Juventus,1-3
29,01-07-2020,19:30,Inter,Brescia,6-0
29,01-07-2020,19:30,Bologna,Cagliari,1-1
29,01-07-2020,21:45,SPAL,Milan,2-2
29,01-07-2020,21:45,Verona,Parma,3-2
29,01-07-2020,21:45,Lecce,Sampdoria,1-2
29,01-07-2020,21:45,Fiorentina,Sassuolo,1-3
29,02-07-2020,19:30,Atalanta,Napoli,2-0
29,02-07-2020,21:45,Roma,Udinese,0-2
30,04-07-2020,17:15,Juventus,Torino,4-1
30,04-07-2020,19:30,Sassuolo,Lecce,4-2
30,04-07-2020,21:45,Lazio,Milan,0-3
30,05-07-2020,17:15,Inter,Bologna,1-2
30,05-07-2020,19:30,Cagliari,Atalanta,0-1
30,05-07-2020,21:45,Parma,Fiorentina,1-2
30,05-07-2020,21:45,Udinese,Genoa,2-2
30,05-07-2020,21:45,Brescia,Verona,2-0
30,05-07-2020,21:45,Sampdoria,SPAL,3-0
30,05-07-2020,21:45,Napoli,Roma,2-1
31,07-07-2020,19:30,Lecce,Lazio,2-1
31,07-07-2020,21:45,Milan,Juventus,4-2
31,08-07-2020,19:30,Fiorentina,Cagliari,0-0
31,08-07-2020,19:30,Genoa,Napoli,1-2
31,08-07-2020,21:45,Torino,Brescia,3-1
31,08-07-2020,21:45,Roma,Parma,2-1
31,08-07-2020,21:45,Atalanta,Sampdoria,2-0
31,08-07-2020,21:45,Bologna,Sassuolo,1-2
31,09-07-2020,19:30,SPAL,Udinese,0-3
31,09-07-2020,21:45,Verona,Inter,2-2
32,11-07-2020,17:15,Lazio,Sassuolo,1-2
32,11-07-2020,19:30,Brescia,Roma,0-3
32,11-07-2020,21:45,Juventus,Atalanta,2-2
32,12-07-2020,17:15,Genoa,SPAL,2-0
32,12-07-2020,19:30,Parma,Bologna,2-2
32,12-07-2020,19:30,Fiorentina,Verona,1-1
32,12-07-2020,21:45,Cagliari,Lecce,0-0
32,12-07-2020,21:45,Udinese,Sampdoria,1-3
32,12-07-2020,21:45,Napoli,Milan,2-2
32,13-07-2020,21:45,Inter,Torino,3-1
33,14-07-2020,21:45,Atalanta,Brescia,6-2
33,15-07-2020,19:30,Sampdoria,Cagliari,3-0
33,15-07-2020,19:30,Bologna,Napoli,1-1
33,15-07-2020,21:45,Milan,Parma,3-1
33,15-07-2020,21:45,Lecce,Fiorentina,1-3
33,15-07-2020,21:45,Roma,Verona,2-1
33,15-07-2020,21:45,Sassuolo,Juventus,3-3
33,15-07-2020,21:45,Udinese,Lazio,0-0
33,16-07-2020,19:30,Torino,Genoa,3-0
33,16-07-2020,21:45,SPAL,Inter,0-4
34,18-07-2020,17:15,Verona,Atalanta,1-1
34,18-07-2020,19:30,Cagliari,Sassuolo,1-1
34,18-07-2020,21:45,Milan,Bologna,5-1
34,19-07-2020,17:15,Parma,Sampdoria,2-3
34,19-07-2020,19:30,Genoa,Lecce,2-1
34,19-07-2020,21:45,Brescia,SPAL,2-1
34,19-07-2020,21:45,Fiorentina,Torino,2-0
34,19-07-2020,21:45,Napoli,Udinese,2-1
34,19-07-2020,21:45,Roma,Inter,2-2
34,20-07-2020,21:45,Juventus,Lazio,2-1
35,21-07-2020,19:30,Atalanta,Bologna,1-0
35,21-07-2020,21:45,Sassuolo,Milan,1-2
35,22-07-2020,19:30,Parma,Napoli,2-1
35,22-07-2020,21:45,Lecce,Brescia,3-1
35,22-07-2020,21:45,Inter,Fiorentina,0-0
35,22-07-2020,21:45,Sampdoria,Genoa,1-2
35,22-07-2020,21:45,Torino,Verona,1-1
35,22-07-2020,21:45,SPAL,Roma,1-6
35,23-07-2020,19:30,Udinese,Juventus,2-1
35,23-07-2020,21:45,Lazio,Cagliari,2-1
36,24-07-2020,21:45,Milan,Atalanta,1-1
36,25-07-2020,17:15,Brescia,Parma,1-2
36,25-07-2020,19:30,Genoa,Inter,0-3
36,25-07-2020,21:45,Napoli,Sassuolo,2-0
36,26-07-2020,17:15,Bologna,Lecce,3-2
36,26-07-2020,19:30,Roma,Fiorentina,2-1
36,26-07-2020,21:45,Verona,Lazio,1-5
36,26-07-2020,21:45,SPAL,Torino,1-1
36,26-07-2020,21:45,Cagliari,Udinese,0-1
36,26-07-2020,21:45,Juventus,Sampdoria,2-0
37,28-07-2020,19:30,Parma,Atalanta,1-2
37,28-07-2020,21:45,Inter,Napoli,2-0
37,29-07-2020,19:30,Lazio,Brescia,2-0
37,29-07-2020,19:30,Sassuolo,Genoa,5-0
37,29-07-2020,21:45,Udinese,Lecce,1-2
37,29-07-2020,21:45,Sampdoria,Milan,1-4
37,29-07-2020,21:45,Verona,SPAL,3-0
37,29-07-2020,21:45,Fiorentina,Bologna,4-0
37,29-07-2020,21:45,Cagliari,Juventus,2-0
37,29-07-2020,21:45,Torino,Roma,2-3
38,01-08-2020,18:00,Brescia,Sampdoria,1-1
38,01-08-2020,20:45,Milan,Cagliari,3-0
38,01-08-2020,20:45,Atalanta,Inter,0-2
38,01-08-2020,20:45,Napoli,Lazio,3-1
38,01-08-2020,20:45,Juventus,Roma,1-3
38,02-08-2020,18:00,SPAL,Fiorentina,1-3
38,02-08-2020,20:45,Genoa,Verona,3-0
38,02-08-2020,20:45,Lecce,Parma,3-4
38,02-08-2020,20:45,Bologna,Torino,1-1
38,02-08-2020,20:45,Sassuolo,Udinese,0-1
1,18-08-2018,18:00,Chievo,Juventus,2-3
1,19-08-2018,20:30,Lazio,Napoli,1-2
1,19-08-2018,18:00,Torino,Roma,0-1
1,19-08-2018,20:30,Bologna,SPAL,0-1
1,19-08-2018,20:30,Empoli,Cagliari,2-0
1,19-08-2018,20:30,Parma,Udinese,2-2
1,19-08-2018,20:30,Sassuolo,Inter,1-0
1,20-08-2018,20:30,Atalanta,Frosinone,4-0
1,19-09-2018,19:00,Sampdoria,Fiorentina,1-1
1,31-10-2018,20:30,Milan,Genoa,2-1
2,25-08-2018,18:00,Juventus,Lazio,2-0
2,25-08-2018,20:30,Napoli,Milan,3-2
2,26-08-2018,18:00,SPAL,Parma,1-0
2,26-08-2018,20:30,Cagliari,Sassuolo,2-2
2,26-08-2018,20:30,Fiorentina,Chievo,6-1
2,26-08-2018,20:30,Frosinone,Bologna,0-0
2,26-08-2018,20:30,Genoa,Empoli,2-1
2,26-08-2018,20:30,Inter,Torino,2-2
2,26-08-2018,20:30,Udinese,Sampdoria,1-0
2,27-08-2018,20:30,Roma,Atalanta,3-3
3,31-08-2018,20:30,Milan,Roma,2-1
3,01-09-2018,18:00,Bologna,Inter,0-3
3,01-09-2018,20:30,Parma,Juventus,1-2
3,02-09-2018,18:00,Fiorentina,Udinese,1-0
3,02-09-2018,20:30,Atalanta,Cagliari,0-1
3,02-09-2018,20:30,Chievo,Empoli,0-0
3,02-09-2018,20:30,Lazio,Frosinone,1-0
3,02-09-2018,20:30,Sampdoria,Napoli,3-0
3,02-09-2018,20:30,Sassuolo,Genoa,5-3
3,02-09-2018,20:30,Torino,SPAL,1-0
4,15-09-2018,15:00,Inter,Parma,0-1
4,15-09-2018,18:00,Napoli,Fiorentina,1-0
4,15-09-2018,20:30,Frosinone,Sampdoria,0-5
4,16-09-2018,12:30,Roma,Chievo,2-2
4,16-09-2018,15:00,Genoa,Bologna,1-0
4,16-09-2018,15:00,Juventus,Sassuolo,2-1
4,16-09-2018,15:00,Udinese,Torino,1-1
4,16-09-2018,18:00,Empoli,Lazio,0-1
4,16-09-2018,20:30,Cagliari,Milan,1-1
4,17-09-2018,20:30,SPAL,Atalanta,2-0
5,21-09-2018,20:30,Sassuolo,Empoli,3-1
5,22-09-2018,15:00,Parma,Cagliari,2-0
5,22-09-2018,18:00,Fiorentina,SPAL,3-0
5,22-09-2018,20:30,Sampdoria,Inter,0-1
5,23-09-2018,12:30,Torino,Napoli,1-3
5,23-09-2018,15:00,Bologna,Roma,2-0
5,23-09-2018,15:00,Chievo,Udinese,0-2
5,23-09-2018,15:00,Lazio,Genoa,4-1
5,23-09-2018,18:00,Milan,Atalanta,2-2
5,23-09-2018,20:30,Frosinone,Juventus,0-2
6,25-09-2018,21:00,Inter,Fiorentina,2-1
6,26-09-2018,19:00,Udinese,Lazio,1-2
6,26-09-2018,21:00,Atalanta,Torino,0-0
6,26-09-2018,21:00,Cagliari,Sampdoria,0-0
6,26-09-2018,21:00,Genoa,Chievo,2-0
6,26-09-2018,21:00,Juventus,Bologna,2-0
6,26-09-2018,21:00,Napoli,Parma,3-0
6,26-09-2018,21:00,Roma,Frosinone,4-0
6,27-09-2018,19:00,SPAL,Sassuolo,0-2
6,27-09-2018,21:00,Empoli,Milan,1-1
7,29-09-2018,15:00,Roma,Lazio,3-1
7,29-09-2018,18:00,Juventus,Napoli,3-1
7,29-09-2018,20:30,Inter,Cagliari,2-0
7,30-09-2018,12:30,Bologna,Udinese,2-1
7,30-09-2018,15:00,Chievo,Torino,0-1
7,30-09-2018,15:00,Fiorentina,Atalanta,2-0
7,30-09-2018,15:00,Frosinone,Genoa,1-2
7,30-09-2018,18:00,Parma,Empoli,1-0
7,30-09-2018,20:30,Sassuolo,Milan,1-4
7,01-10-2018,20:30,Sampdoria,SPAL,2-1
8,05-10-2018,20:30,Torino,Frosinone,3-2
8,06-10-2018,15:00,Cagliari,Bologna,2-0
8,06-10-2018,18:00,Udinese,Juventus,0-2
8,06-10-2018,20:30,Empoli,Roma,0-2
8,07-10-2018,12:30,Genoa,Parma,1-3
8,07-10-2018,15:00,Atalanta,Sampdoria,0-1
8,07-10-2018,15:00,Lazio,Fiorentina,1-0
8,07-10-2018,15:00,Milan,Chievo,3-1
8,07-10-2018,18:00,Napoli,Sassuolo,2-0
8,07-10-2018,20:30,SPAL,Inter,1-2
9,20-10-2018,15:00,Roma,SPAL,0-2
9,20-10-2018,18:00,Juventus,Genoa,1-1
9,20-10-2018,20:30,Udinese,Napoli,0-3
9,21-10-2018,12:30,Frosinone,Empoli,3-3
9,21-10-2018,15:00,Bologna,Torino,2-2
9,21-10-2018,15:00,Chievo,Atalanta,1-5
9,21-10-2018,15:00,Parma,Lazio,0-2
9,21-10-2018,18:00,Fiorentina,Cagliari,1-1
9,21-10-2018,20:30,Inter,Milan,1-0
9,22-10-2018,20:30,Sampdoria,Sassuolo,0-0
10,27-10-2018,15:00,Atalanta,Parma,3-0
10,27-10-2018,18:00,Empoli,Juventus,1-2
10,27-10-2018,20:30,Torino,Fiorentina,1-1
10,28-10-2018,12:30,Sassuolo,Bologna,2-2
10,28-10-2018,15:00,Cagliari,Chievo,2-1
10,28-10-2018,15:00,Genoa,Udinese,2-2
10,28-10-2018,15:00,SPAL,Frosinone,0-3
10,28-10-2018,18:00,Milan,Sampdoria,3-2
10,28-10-2018,20:30,Napoli,Roma,1-1
10,29-10-2018,20:30,Lazio,Inter,0-3
11,02-11-2018,20:30,Napoli,Empoli,5-1
11,03-11-2018,15:00,Inter,Genoa,5-0
11,03-11-2018,18:00,Fiorentina,Roma,1-1
11,03-11-2018,20:30,Juventus,Cagliari,3-1
11,04-11-2018,12:30,Lazio,SPAL,4-1
11,04-11-2018,15:00,Chievo,Sassuolo,0-2
11,04-11-2018,15:00,Parma,Frosinone,0-0
11,04-11-2018,15:00,Sampdoria,Torino,1-4
11,04-11-2018,18:00,Bologna,Atalanta,1-2
11,04-11-2018,20:30,Udinese,Milan,0-1
12,09-11-2018,20:30,Frosinone,Fiorentina,1-1
12,10-11-2018,15:00,Torino,Parma,1-2
12,10-11-2018,18:00,SPAL,Cagliari,2-2
12,10-11-2018,20:30,Genoa,Napoli,1-2
12,11-11-2018,12:30,Atalanta,Inter,4-1
12,11-11-2018,15:00,Chievo,Bologna,2-2
12,11-11-2018,15:00,Empoli,Udinese,2-1
12,11-11-2018,15:00,Roma,Sampdoria,4-1
12,11-11-2018,18:00,Sassuolo,Lazio,1-1
12,11-11-2018,20:30,Milan,Juventus,0-2
13,24-11-2018,15:00,Udinese,Roma,1-0
13,24-11-2018,18:00,Juventus,SPAL,2-0
13,24-11-2018,20:30,Inter,Frosinone,3-0
13,25-11-2018,12:30,Parma,Sassuolo,2-1
13,25-11-2018,15:00,Bologna,Fiorentina,0-0
13,25-11-2018,15:00,Empoli,Atalanta,3-2
13,25-11-2018,15:00,Napoli,Chievo,0-0
13,25-11-2018,18:00,Lazio,Milan,1-1
13,25-11-2018,20:30,Genoa,Sampdoria,1-1
13,26-11-2018,20:30,Cagliari,Torino,0-0
14,01-12-2018,15:00,SPAL,Empoli,2-2
14,01-12-2018,18:00,Fiorentina,Juventus,0-3
14,01-12-2018,20:30,Sampdoria,Bologna,4-1
14,02-12-2018,12:30,Milan,Parma,2-1
14,02-12-2018,15:00,Frosinone,Cagliari,1-1
14,02-12-2018,15:00,Sassuolo,Udinese,0-0
14,02-12-2018,15:00,Torino,Genoa,2-1
14,02-12-2018,18:00,Chievo,Lazio,1-1
14,02-12-2018,20:30,Roma,Inter,2-2
14,03-12-2018,20:30,Atalanta,Napoli,1-2
15,07-12-2018,20:30,Juventus,Inter,1-0
15,08-12-2018,15:00,Napoli,Frosinone,4-0
15,08-12-2018,18:00,Cagliari,Roma,2-2
15,08-12-2018,20:30,Lazio,Sampdoria,2-2
15,09-12-2018,12:30,Sassuolo,Fiorentina,3-3
15,09-12-2018,15:00,Empoli,Bologna,2-1
15,09-12-2018,15:00,Parma,Chievo,1-1
15,09-12-2018,15:00,Udinese,Atalanta,1-3
15,09-12-2018,18:00,Genoa,SPAL,1-1
15,09-12-2018,20:30,Milan,Torino,0-0
16,15-12-2018,18:00,Inter,Udinese,1-0
16,15-12-2018,20:30,Torino,Juventus,0-1
16,16-12-2018,12:30,SPAL,Chievo,0-0
16,16-12-2018,15:00,Fiorentina,Empoli,3-1
16,16-12-2018,15:00,Frosinone,Sassuolo,0-2
16,16-12-2018,15:00,Sampdoria,Parma,2-0
16,16-12-2018,18:00,Cagliari,Napoli,0-1
16,16-12-2018,20:30,Roma,Genoa,3-2
16,17-12-2018,20:30,Atalanta,Lazio,1-0
16,18-12-2018,20:30,Bologna,Milan,0-0
17,22-12-2018,12:30,Lazio,Cagliari,3-1
17,22-12-2018,15:00,Empoli,Sampdoria,2-4
17,22-12-2018,15:00,Genoa,Atalanta,3-1
17,22-12-2018,15:00,Milan,Fiorentina,0-1
17,22-12-2018,15:00,Napoli,SPAL,1-0
17,22-12-2018,15:00,Sassuolo,Torino,1-1
17,22-12-2018,15:00,Udinese,Frosinone,1-1
17,22-12-2018,18:00,Chievo,Inter,1-1
17,22-12-2018,18:00,Parma,Bologna,0-0
17,22-12-2018,20:30,Juventus,Roma,1-0
18,26-12-2018,12:30,Frosinone,Milan,0-0
18,26-12-2018,15:00,Atalanta,Juventus,2-2
18,26-12-2018,15:00,Bologna,Lazio,0-2
18,26-12-2018,15:00,Cagliari,Genoa,1-0
18,26-12-2018,15:00,Fiorentina,Parma,0-1
18,26-12-2018,15:00,Sampdoria,Chievo,2-0
18,26-12-2018,18:00,Roma,Sassuolo,3-1
18,26-12-2018,18:00,SPAL,Udinese,0-0
18,26-12-2018,18:00,Torino,Empoli,3-0
18,26-12-2018,20:30,Inter,Napoli,1-0
19,29-12-2018,12:30,Juventus,Sampdoria,2-1
19,29-12-2018,15:00,Chievo,Frosinone,1-0
19,29-12-2018,15:00,Empoli,Inter,0-1
19,29-12-2018,15:00,Genoa,Fiorentina,0-0
19,29-12-2018,15:00,Lazio,Torino,1-1
19,29-12-2018,15:00,Parma,Roma,0-2
19,29-12-2018,15:00,Sassuolo,Atalanta,2-6
19,29-12-2018,15:00,Udinese,Cagliari,2-0
19,29-12-2018,18:00,Napoli,Bologna,3-2
19,29-12-2018,20:30,Milan,SPAL,2-1
20,19-01-2019,15:00,Roma,Torino,3-2
20,20-01-2019,15:00,Udinese,Parma,1-2
20,20-01-2019,20:30,Inter,Sassuolo,0-0
20,20-01-2019,12:30,Frosinone,Atalanta,0-5
20,20-01-2019,15:00,SPAL,Bologna,1-1
20,20-01-2019,15:00,Fiorentina,Sampdoria,3-3
20,20-01-2019,18:00,Cagliari,Empoli,2-2
20,20-01-2019,20:30,Napoli,Lazio,2-1
20,21-01-2019,15:00,Genoa,Milan,0-2
20,21-01-2019,20:30,Juventus,Chievo,3-0
21,26-01-2019,15:00,Sassuolo,Cagliari,3-0
21,26-01-2019,18:00,Sampdoria,Udinese,4-0
21,26-01-2019,20:30,Milan,Napoli,0-0
21,27-01-2019,12:30,Chievo,Fiorentina,3-4
21,27-01-2019,15:00,Bologna,Frosinone,0-4
21,27-01-2019,15:00,Atalanta,Roma,3-3
21,27-01-2019,15:00,Parma,SPAL,2-3
21,27-01-2019,18:00,Torino,Inter,1-0
21,27-01-2019,20:30,Lazio,Juventus,1-2
21,28-01-2019,20:30,Empoli,Genoa,1-3
22,02-02-2019,15:00,Empoli,Chievo,2-2
22,02-02-2019,18:00,Napoli,Sampdoria,3-0
22,02-02-2019,20:30,Juventus,Parma,3-3
22,03-02-2019,12:30,SPAL,Torino,0-0
22,03-02-2019,15:00,Udinese,Fiorentina,1-1
22,03-02-2019,15:00,Genoa,Sassuolo,1-1
22,03-02-2019,18:00,Inter,Bologna,0-1
22,03-02-2019,20:30,Roma,Milan,1-1
22,04-02-2019,19:00,Frosinone,Lazio,0-1
22,04-02-2019,21:00,Cagliari,Atalanta,0-1
23,07-02-2019,20:30,Lazio,Empoli,1-0
23,08-02-2019,20:30,Chievo,Roma,0-3
23,09-02-2019,18:00,Fiorentina,Napoli,0-0
23,09-02-2019,20:30,Parma,Inter,0-1
23,10-02-2019,12:30,Bologna,Genoa,1-1
23,10-02-2019,15:00,Sampdoria,Frosinone,0-1
23,10-02-2019,15:00,Atalanta,SPAL,2-1
23,10-02-2019,15:00,Torino,Udinese,1-0
23,10-02-2019,18:00,Sassuolo,Juventus,0-3
23,10-02-2019,20:30,Milan,Cagliari,3-0
24,15-02-2019,20:30,Juventus,Frosinone,3-0
24,16-02-2019,18:00,Cagliari,Parma,2-1
24,16-02-2019,20:30,Atalanta,Milan,1-3
24,17-02-2019,12:30,SPAL,Fiorentina,1-4
24,17-02-2019,15:00,Udinese,Chievo,1-0
24,17-02-2019,15:00,Genoa,Lazio,2-1
24,17-02-2019,15:00,Empoli,Sassuolo,3-0
24,17-02-2019,18:00,Inter,Sampdoria,2-1
24,17-02-2019,20:30,Napoli,Torino,0-0
24,18-02-2019,20:30,Roma,Bologna,2-1
25,22-02-2019,20:30,Milan,Empoli,3-0
25,23-02-2019,15:00,Torino,Atalanta,2-0
25,23-02-2019,20:30,Frosinone,Roma,2-3
25,24-02-2019,12:30,Sampdoria,Cagliari,1-0
25,24-02-2019,15:00,Chievo,Genoa,0-0
25,24-02-2019,15:00,Bologna,Juventus,0-1
25,24-02-2019,15:00,Sassuolo,SPAL,1-1
25,24-02-2019,18:00,Parma,Napoli,0-4
25,24-02-2019,20:30,Fiorentina,Inter,3-3
25,17-04-2019,19:00,Lazio,Udinese,2-0
26,01-03-2019,20:30,Cagliari,Inter,2-1
26,02-03-2019,15:00,Empoli,Parma,3-3
26,02-03-2019,18:00,Milan,Sassuolo,1-0
26,02-03-2019,20:30,Lazio,Roma,3-0
26,03-03-2019,12:30,Torino,Chievo,3-0
26,03-03-2019,15:00,Udinese,Bologna,2-1
26,03-03-2019,15:00,Genoa,Frosinone,0-0
26,03-03-2019,15:00,SPAL,Sampdoria,1-2
26,03-03-2019,18:00,Atalanta,Fiorentina,3-1
26,03-03-2019,20:30,Napoli,Juventus,1-2
27,08-03-2019,20:30,Juventus,Udinese,4-1
27,09-03-2019,18:00,Parma,Genoa,1-0
27,09-03-2019,20:30,Chievo,Milan,1-2
27,10-03-2019,12:30,Bologna,Cagliari,2-0
27,10-03-2019,15:00,Sampdoria,Atalanta,1-2
27,10-03-2019,15:00,Inter,SPAL,2-0
27,10-03-2019,15:00,Frosinone,Torino,1-2
27,10-03-2019,18:00,Sassuolo,Napoli,1-1
27,10-03-2019,20:30,Fiorentina,Lazio,1-1
27,11-03-2019,20:30,Roma,Empoli,2-1
28,15-03-2019,20:30,Cagliari,Fiorentina,2-1
28,16-03-2019,15:00,Sassuolo,Sampdoria,3-5
28,16-03-2019,18:00,SPAL,Roma,2-1
28,16-03-2019,20:30,Torino,Bologna,2-3
28,17-03-2019,12:30,Genoa,Juventus,2-0
28,17-03-2019,15:00,Atalanta,Chievo,1-1
28,17-03-2019,15:00,Empoli,Frosinone,2-1
28,17-03-2019,18:00,Lazio,Parma,4-1
28,17-03-2019,20:30,Napoli,Udinese,4-2
28,17-03-2019,20:30,Milan,Inter,2-3
29,29-03-2019,20:30,Chievo,Cagliari,0-3
29,30-03-2019,15:00,Udinese,Genoa,2-0
29,30-03-2019,18:00,Juventus,Empoli,1-0
29,30-03-2019,20:30,Sampdoria,Milan,1-0
29,31-03-2019,12:30,Parma,Atalanta,1-3
29,31-03-2019,15:00,Roma,Napoli,1-4
29,31-03-2019,15:00,Frosinone,SPAL,0-1
29,31-03-2019,15:00,Fiorentina,Torino,1-1
29,31-03-2019,18:00,Bologna,Sassuolo,2-1
29,31-03-2019,20:30,Inter,Lazio,0-1
30,02-04-2019,19:00,Milan,Udinese,1-1
30,02-04-2019,21:00,Cagliari,Juventus,0-2
30,03-04-2019,19:00,Empoli,Napoli,2-1
30,03-04-2019,21:00,Roma,Fiorentina,2-2
30,03-04-2019,21:00,Genoa,Inter,0-4
30,03-04-2019,21:00,SPAL,Lazio,1-0
30,03-04-2019,21:00,Frosinone,Parma,3-2
30,03-04-2019,21:00,Torino,Sampdoria,2-1
30,04-04-2019,19:00,Sassuolo,Chievo,4-0
30,04-04-2019,21:00,Atalanta,Bologna,4-1
31,06-04-2019,15:00,Parma,Torino,0-0
31,06-04-2019,18:00,Juventus,Milan,2-1
31,06-04-2019,20:30,Sampdoria,Roma,0-1
31,07-04-2019,12:30,Fiorentina,Frosinone,0-1
31,07-04-2019,15:00,Udinese,Empoli,3-2
31,07-04-2019,15:00,Cagliari,SPAL,2-1
31,07-04-2019,18:00,Inter,Atalanta,0-0
31,07-04-2019,18:00,Lazio,Sassuolo,2-2
31,07-04-2019,20:30,Napoli,Genoa,1-1
31,08-04-2019,20:30,Bologna,Chievo,3-0
32,13-04-2019,15:00,SPAL,Juventus,2-1
32,13-04-2019,18:00,Roma,Udinese,1-0
32,13-04-2019,20:30,Milan,Lazio,1-0
32,14-04-2019,12:30,Torino,Cagliari,1-1
32,14-04-2019,15:00,Fiorentina,Bologna,0-0
32,14-04-2019,15:00,Sampdoria,Genoa,2-0
32,14-04-2019,15:00,Sassuolo,Parma,0-0
32,14-04-2019,18:00,Chievo,Napoli,1-3
32,14-04-2019,20:30,Frosinone,Inter,1-3
32,15-04-2019,20:30,Atalanta,Empoli,0-0
33,20-04-2019,12:30,Parma,Milan,1-1
33,20-04-2019,15:00,Lazio,Chievo,1-2
33,20-04-2019,15:00,Cagliari,Frosinone,1-0
33,20-04-2019,15:00,Bologna,Sampdoria,3-0
33,20-04-2019,15:00,Udinese,Sassuolo,1-1
33,20-04-2019,15:00,Empoli,SPAL,2-4
33,20-04-2019,15:00,Genoa,Torino,0-1
33,20-04-2019,18:00,Juventus,Fiorentina,2-1
33,20-04-2019,20:30,Inter,Roma,1-1
33,22-04-2019,19:00,Napoli,Atalanta,1-2
34,27-04-2019,15:00,Bologna,Empoli,3-1
34,27-04-2019,18:00,Roma,Cagliari,3-0
34,27-04-2019,20:30,Inter,Juventus,1-1
34,28-04-2019,12:30,Frosinone,Napoli,0-2
34,28-04-2019,15:00,SPAL,Genoa,1-1
34,28-04-2019,15:00,Chievo,Parma,1-1
34,28-04-2019,18:00,Sampdoria,Lazio,1-2
34,28-04-2019,20:30,Torino,Milan,2-0
34,29-04-2019,19:00,Atalanta,Udinese,2-0
34,29-04-2019,21:00,Fiorentina,Sassuolo,0-1
35,03-05-2019,20:30,Juventus,Torino,1-1
35,04-05-2019,18:00,Chievo,SPAL,0-4
35,04-05-2019,20:30,Udinese,Inter,0-0
